data,descricao,valor,categoria,dia_semana,semana_do_mes,mes
2024-12-07,Netflix,160.16,lazer,Saturday,1,12
2024-12-08,Netflix,343.7,lazer,Sunday,2,12
2024-12-08,Uber,109.22,transporte,Sunday,2,12
2024-12-09,iFood - Frango Assado,78.59,delivery,Monday,2,12
2024-12-09,Posto Ipiranga,154.3,transporte,Monday,2,12
2024-12-09,Uber,175.97,transporte,Monday,2,12
2024-12-09,Renner,285.55,vestuário,Monday,2,12
2024-12-10,Posto Ipiranga,94.47,transporte,Tuesday,2,12
2024-12-10,Casas Bahia,94.71,casa,Tuesday,2,12
2024-12-11,Supermercado BH,256.66,alimentação,Wednesday,2,12
2024-12-11,Uber,67.42,transporte,Wednesday,2,12
2024-12-12,99 Taxi,234.12,transporte,Thursday,2,12
2024-12-12,99 Taxi,240.69,transporte,Thursday,2,12
2024-12-13,Estacionamento Central,49.96,transporte,Friday,2,12
2024-12-16,Rappi - Burger King,76.17,delivery,Monday,3,12
2024-12-16,Uber,129.28,transporte,Monday,3,12
2024-12-16,iFood - Frango Assado,67.91,delivery,Monday,3,12
2024-12-16,Atacadão,199.94,alimentação,Monday,3,12
2024-12-17,iFood - Pizza Hut,90.11,delivery,Tuesday,3,12
2024-12-18,BHBUS Recarga,159.85,transporte,Wednesday,3,12
2024-12-18,Estacionamento Central,190.82,transporte,Wednesday,3,12
2024-12-18,iFood - McDonald's,96.21,delivery,Wednesday,3,12
2024-12-18,C&A,128.64,vestuário,Wednesday,3,12
2024-12-19,Açougue do João,112.52,alimentação,Thursday,3,12
2024-12-20,Netflix,124.49,lazer,Friday,3,12
2024-12-21,Rappi - Açaí Brasil,123.7,delivery,Saturday,3,12
2024-12-21,Tok&Stok,166.95,casa,Saturday,3,12
2024-12-22,BHBUS Recarga,148.7,transporte,Sunday,4,12
2024-12-22,Padaria Central,87.95,alimentação,Sunday,4,12
2024-12-23,Rappi - Burger King,35.7,delivery,Monday,4,12
2024-12-23,iFood - Sushi Now,56.35,delivery,Monday,4,12
2024-12-23,99 Taxi,153.11,transporte,Monday,4,12
2024-12-24,BHBUS Recarga,84.23,transporte,Tuesday,4,12
2024-12-24,Rappi - Burger King,74.43,delivery,Tuesday,4,12
2024-12-25,Bar do Zé,68.68,lazer,Wednesday,4,12
2024-12-25,iFood - Pizza Hut,82.37,delivery,Wednesday,4,12
2024-12-26,Atacadão,186.94,alimentação,Thursday,4,12
